30,53,2,3,5,1,1,10,8,50,5,8,15,38,24,7,7,56,6,22,6,8,1,1,12,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,64,4,3,5,1,1,10,8,50,5,8,15,38,23,7,7,56,6,22,6,8,1,1,12,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,85,4,3,5,1,1,10,8,50,5,8,15,38,23,7,7,56,6,22,6,8,1,1,11,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,90,2,3,5,1,1,10,8,50,5,8,15,38,23,7,7,56,6,22,6,8,1,1,10,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,93,4,3,5,1,1,10,8,50,5,8,15,38,23,7,7,56,6,22,6,8,1,1,10,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,96,5,3,5,1,1,10,8,50,5,8,15,38,23,6,7,56,6,22,6,8,1,1,10,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,98,2,3,5,1,1,10,8,50,5,8,15,38,23,6,6,56,6,22,6,8,1,1,10,10,1,173,4,8,2,12,64,29,12,11,53,18,28,75,3
30,105,4,3,5,1,1,10,8,50,5,8,15,38,23,6,6,56,6,22,6,8,1,1,10,10,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,109,6,3,5,1,1,10,8,50,5,8,15,38,23,6,6,56,6,22,6,8,1,1,9,10,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,130,2,3,5,1,1,10,8,50,5,8,15,38,23,6,6,56,5,22,6,8,1,1,9,10,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,138,5,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,22,6,8,1,1,9,10,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,139,6,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,22,6,8,1,1,9,9,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,175,5,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,9,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,181,2,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,8,1,173,4,8,2,12,64,29,12,10,53,18,28,75,3
30,190,2,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,8,1,173,4,8,2,12,64,29,12,9,53,18,28,75,3
30,194,2,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,8,1,173,4,8,2,12,64,29,12,8,53,18,28,75,3
30,197,2,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,8,1,173,4,8,2,12,64,29,12,7,53,18,28,75,3
30,198,4,3,5,1,1,10,8,50,5,8,15,38,22,6,6,56,5,21,6,8,1,1,9,8,1,173,4,8,2,12,64,29,12,6,53,18,28,75,3
